title,views,time-stamp-upload-milliseconds,time-stamp,date-time-hr,upload-time-hr,upload-time-stamp,description,video-length,video-length-milliseconds,channel
Judge Jeanine: This infuriates me,221797,83418000,1680209934764, 2023-03-30 22:58:54.764000, 2023-03-29 23:48:36.764000,1680126516764, 'The Five' co-hosts react to President Biden seemingly laughing off a question about the Nashville Covenant School shooting. #foxnews #fox #thefive \n\nSubscribe to Fox News! https://bit.ly/2vaBUvAS..., 10 minutes 18 seconds,618000,Fox-News
Trump reacts to Biden's fall: 'It's sad',645351,86529000,1685763012630, 2023-06-03 05:30:12.630000, 2023-06-02 05:28:03.630000,1685676483630, Former President Trump reacts to President Biden's fall at a graduation ceremony on 'Hannity.'\n\nSubscribe to The Bret Baier Podcast: https://bit.ly/3DCa9M4\nSubscribe to Fox News! https://bit.ly/2vB..., 2 minutes 9 seconds,129000,Fox-News
Kayleigh McEnany: Don Lemon needs to look in the mirror,130409,54323000,1682074340565, 2023-04-21 12:52:20.565000, 2023-04-20 21:46:57.565000,1682020017565, The ‘Outnumbered’ panel discusses CNN host Don Lemon criticizing 2024 presidential candidate Vivek Ramaswamy for claiming Black people have 'equality.' #foxnews\n\nSubscribe to Fox News!..., 5 minutes 23 seconds,323000,Fox-News
Former Italian Prime Minister Silvio Berlusconi dies | DW News,20720,173175000,1686769645190, 2023-06-14 21:07:25.190000, 2023-06-12 21:01:10.190000,1686596470190, Former Italian Prime Minister Silvio Berlusconi died on Monday at the San Raffaele Hospital in Milan.\n\nThe billionaire businessman built Italy's largest media company before transforming the..., 6 minutes 15 seconds,375000,DW-News
Prince William and Kate meet crowds ahead of Coronation concert - BBC News,5460,3925000,1683470126849, 2023-05-07 16:35:26.849000, 2023-05-07 15:30:01.849000,1683466201849, The Prince and Princess of Wales William and Kate have surprised people having participating in the Big Lunch in Windsor.\n\nThe Royals exited their car to greet crowds enjoying tea cakes..., 5 minutes 25 seconds,325000,BBC-News
Russian FM Lavrov: Grain deal extended concerns persist.,1396,3883000,1684421023710, 2023-05-18 16:43:43.710000, 2023-05-18 15:39:00.710000,1684417140710, Russian foreign minister Sergey Lavrov says Moscow has agreed to extend grain deal but concerns remain.\nSergey Lavrov says Moscow's concerns have not been addressed grain deal between Ukraine..., 4 minutes 43 seconds,283000,Al-Jazeera-English
China's Travel Rush During Labor Day Holiday Boosts Tourism Recovery,1141,86567000,1683335676521, 2023-05-06 03:14:36.521000, 2023-05-05 03:11:49.521000,1683249109521, Tourism and travel spending in China started to rebound during the extended Labor Day holiday which took place between April 29 and May 3 this year.\nhttps://www.cctvplus.com/news/20230504/8322864...., 2 minutes 47 seconds,167000,CCTV-Video-News-Agency
Germany transport network halted by 'mega strike' - BBC News,38345,345738000,1680277886179, 2023-03-31 17:51:26.179000, 2023-03-27 17:49:08.179000,1679932148179, Germany's transport network is at a near standstill as the country experiences one of the largest strikes in decades.\n\nStaff at airports ports railways buses and subways walked out shortly..., 2 minutes 18 seconds,138000,BBC-News
More Material Space Testing to Be Conducted Thanks to China's Newly Launched Tianzhou-6,6757,172923000,1684066443946, 2023-05-14 14:14:03.946000, 2023-05-12 14:12:00.946000,1683893520946, China's cargo craft Tianzhou-6 which has just successfully docked with the space station complex has carried a variety of materials which will be used for experiments and tests in the lab..., 2 minutes 3 seconds,123000,CCTV-Video-News-Agency
Can Lula save the Amazon? | Inside Story,12074,88080000,1681147088895, 2023-04-10 19:18:08.895000, 2023-04-09 18:50:08.895000,1681059008895, When Luiz Inacio Lula da Silva returned to power in January he promised to end deforestation in Brazil's Amazon rainforest.\r\nLogging and deforestation surged to a 15-year high under his predecesso..., 28 minutes 1 second,1681000,Al-Jazeera-English
Driverless Car Draws Attention with Spacious Cabin User-Friendly Trim at Big Data Expo,1850,172849000,1685363730458, 2023-05-29 14:35:30.458000, 2023-05-27 14:34:41.458000,1685190881458, A driverless car featuring spacious cabin and user-friendly trim has caught a lot of attention at the China International Big Data Industry Expo 2023 in Guiyang City southwest China's Guizhou..., 49 seconds,49000,CCTV-Video-News-Agency
Saudi officials visit Yemen for peace talks with rebels sparking hope — is it justified? | DW News,31269,259807000,1681476311604, 2023-04-14 14:45:11.604000, 2023-04-11 14:35:04.604000,1681216504604, A Saudi delegation has been to the Yemeni capital Sana'a for talks with Houthi rebels over a potential end to Yemen's long-running civil war. Saudi Arabia has supported Yemen's government against..., 10 minutes 7 seconds,607000,DW-News
Colombia kids reunited with family after 40 days in the jungle | DW News,79376,259515000,1686756051983, 2023-06-14 17:20:51.983000, 2023-06-11 17:15:36.983000,1686496536983, Four Colombian children who were lost in the Amazon jungle after a plane crash have been reunited with their family. Colombian officials say the siblings are weak but recovering in hospital..., 5 minutes 15 seconds,315000,DW-News
China concerns Ukraine war and AI on G7 summit agenda | DW News,43522,259691000,1684788954033, 2023-05-22 22:55:54.033000, 2023-05-19 22:47:43.033000,1684529263033, G7 leaders arrived in Hiroshima Japan on Thursday to consider tougher sanctions against Russia amid its ongoing war in Ukraine.\nG7 nations have already deployed sanctions on Russian banks..., 8 minutes 11 seconds,491000,DW-News
Turkiye earthquake: Families still searching for missing relatives,1409,86533000,1679999983937, 2023-03-28 12:39:43.937000, 2023-03-27 12:37:30.937000,1679913450937, The earthquakes that struck Turkiye and Syria in early February have claimed more than 50-thousand lives. Nearly two months on some families are still searching for their relatives.\r\nAs many..., 2 minutes 13 seconds,133000,Al-Jazeera-English
Trump in New York ahead of historic arraignment | DW News,39818,259620000,1680882363820, 2023-04-07 17:46:03.820000, 2023-04-04 17:39:03.820000,1680622743820, Former US President Donald Trump is expected to hand himself in to New York authorities this afternoon to face criminal charges. The charges stem from an investigation into alleged payment..., 7 minutes,420000,DW-News
G7 Hiroshima Summit 2023: Ukraine’s Zelenskyy arrives in Japan,27486,86939000,1684670243940, 2023-05-21 13:57:23.940000, 2023-05-20 13:48:24.940000,1684583304940, Zelenskyy’s arrival at the G7 summit comes a day after winning long-sought access to advanced US fighter jets and training for Ukrainian pilots.\n\nHis surprise appearance in Japan follows..., 8 minutes 59 seconds,539000,Al-Jazeera-English
Macron defends unpopular pension reforms | DW News,59486,346203000,1679857835337, 2023-03-26 21:10:35.337000, 2023-03-22 20:00:32.337000,1679511632337, Tensions remain high in France where there's been no let-up in protests since the government pushed through unpopular pension reforms demanded by President Emmanuel Macron. The decision to..., 10 minutes 3 seconds,603000,DW-News
Former US president Donald Trump faces criminal charges,36170,87720000,1680370467630, 2023-04-01 19:34:27.630000, 2023-03-31 19:12:27.630000,1680282747630, Donald Trump has become the first former United States president to face criminal prosecution but the charges have not been made public.\nCharges in New York come after a years-long investigation..., 22 minutes 47 seconds,1367000,Al-Jazeera-English
Trump won't say whether he wants Russia or Ukraine to win war,551946,86748000,1683908563217, 2023-05-12 18:22:43.217000, 2023-05-11 18:16:55.217000,1683821815217, Former President Donald Trump speaks with CNN’s Kaitlan Collins about the war in Ukraine and how he would handle the conflict as president. #CNN #News, 5 minutes 48 seconds,348000,CNN-News
China Ready to Work with Eurasian Economic Union Members for New Chapter in Multipolar World: Xi,1217,172853000,1685169059063, 2023-05-27 08:30:59.063000, 2023-05-25 08:30:06.063000,1684996206063, China is ready to work with member states of the Eurasian Economic Union (EAEU) to pursue the progress of civilization in a multipolar world Chinese President Xi Jinping said in a speech on..., 53 seconds,53000,CCTV-Video-News-Agency
China Space Station Ready to Welcome More Int'l Cooperation Projects,2375,86490000,1683775275901, 2023-05-11 05:21:15.901000, 2023-05-10 05:19:45.901000,1683688785901, China's Tiangong Space Station is expected to serve as a major platform for scientific research in outer space and is ready to welcome international cooperation projects with the upcoming..., 1 minute 30 seconds,90000,CCTV-Video-News-Agency
Supreme Court ‘likely’ to shut down Biden’s plan expert says,273487,86565000,1686535646844, 2023-06-12 04:07:26.844000, 2023-06-11 04:04:41.844000,1686449081844, Judicial Crisis Network President Carrie Severino explains why ‘based on the arguments’ the Supreme Court is likely to shut down President Biden’s student loan handout plan of $400..., 2 minutes 45 seconds,165000,Fox-News
Giant Panda Ya Ya in Quarantine at Shanghai Zoo After Arriving from US,2126,259266000,1682924517165, 2023-05-01 09:01:57.165000, 2023-04-28 09:00:51.165000,1682665251165, Female giant panda Ya Ya is in quarantine at Shanghai Zoo after arriving in Shanghai from the United States at 16:26 (Beijing Time) on Thursday.\nhttps://www.cctvplus.com/news/20230427/8322015.shtml..., 1 minute 6 seconds,66000,CCTV-Video-News-Agency
Independents are not buying what Joe Biden’s selling: Lisa Boothe,100803,86789000,1685282217342, 2023-05-28 15:56:57.342000, 2023-05-27 15:50:28.342000,1685195428342, Former Clinton advisor and pollster Mark Penn Fox News contributor Lisa Boothe and civil rights attorney Leo Terrell discuss President Biden losing support with key voters ahead of 2024. #foxnews..., 6 minutes 29 seconds,389000,Fox-News
Erdogan's victory speech: All 85 million citizens of Turkey are victors of elections,350754,87360000,1685427107176, 2023-05-30 08:11:47.176000, 2023-05-29 07:55:47.176000,1685339747176, Erdogan addressing his supporters in Istanbul has thanked “each and every member of the nation who once again conveyed to us responsibility for governing Turkey for the next five years.”..., 16 minutes 56 seconds,1016000,Al-Jazeera-English
China's Economic Rebound “Adds to Global Growth”: World Bank Chief,697,172852000,1681739596785, 2023-04-17 15:53:16.785000, 2023-04-15 15:52:24.785000,1681566744785," China's economic growth rebound this year is positive news for the world economy as it will \""add to global growth\"" said President of the World Bank Group David Malpass on Thursday.\nhttps://www.cct...", 52 seconds,52000,CCTV-Video-News-Agency
Kayleigh McEnany: Biden is incentivizing human devastation,45506,72247000,1683927655154, 2023-05-12 23:40:55.154000, 2023-05-12 03:36:48.154000,1683855408154, Fox News host Kayleigh McEnany calls out President Biden's 'cruel and lawless' southern border on 'Fox News Tonight.'\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News Video:..., 4 minutes 7 seconds,247000,Fox-News
"Imran Khan’s lawyer says his arrest is “unconstitutional\"" | Al Jazeera Newsfeed",15089,86537000,1683867789720, 2023-05-12 07:03:09.720000, 2023-05-11 07:00:52.720000,1683781252720, “It's absolutely illegal unconstitutional.”  \r\n\r\nImran Khan’s lawyer Faisal Fareed Chaudhry tells Al Jazeera that the government did not follow proper procedures during his arrest and..., 2 minutes 17 seconds,137000,Al-Jazeera-English
Astronaut Center of China Holds Serial Celebratory Activities to Mark 55th Founding Anniversary,818,172914000,1680667742826, 2023-04-05 06:09:02.826000, 2023-04-03 06:07:08.826000,1680494828826," The Astronaut Center of China in Beijing held on Saturday a series of celebratory activities including the \""Open Center Day\"" to mark its 55th founding anniversary demonstrating to the public...", 1 minute 54 seconds,114000,CCTV-Video-News-Agency
Brazil’s President Lula meets Chinese leader Xi Jinping in Beijing - BBC News,107422,345826000,1681906437245, 2023-04-19 14:13:57.245000, 2023-04-15 14:10:11.245000,1681560611245, Brazilian President Luiz Inacio Lula da Silva has met with China’s President Xi Jinping in Beijing.\n\nThere was a large ceremony to greet Mr Lula as he arrived for the meeting which was the..., 3 minutes 46 seconds,226000,BBC-News
Foreign ministers from BRICS group of developing economies are meeting in Cape Town South Africa,58107,86693000,1685852682731, 2023-06-04 06:24:42.731000, 2023-06-03 06:19:49.731000,1685765989731, The war in Ukraine has pushed Russia to seek closer ties with China and other international partners.\nForeign ministers from the BRICS group of emerging economies are meeting in Cape Town..., 4 minutes 53 seconds,293000,Al-Jazeera-English
Experts worry about use of AI in US campaign ads,1580,86542000,1685385463453, 2023-05-29 20:37:43.453000, 2023-05-28 20:35:21.453000,1685298921453, The use of artificial intelligence is growing fast and threatens to disrupt many sectors one of which is the political arena.\nAI technology has been used in political advertising in the United..., 2 minutes 22 seconds,142000,Al-Jazeera-English
Walgreens locking down its aisles in wake of robberies,148194,86861000,1685951670595, 2023-06-05 09:54:30.595000, 2023-06-04 09:46:49.595000,1685864809595, 'The Big Weekend Show' co-hosts react to the pharmacy store chain addressing the uptick in robberies as companies struggle to prevent organized retail theft.\n#foxnews \n\nSubscribe to Fox News!..., 7 minutes 41 seconds,461000,Fox-News
